Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4G92yYrUs0cvY7G41YRI0z,"Jealous","Jealous - EP","Labrinth",2014-11-23,287693,74,false,,1970-01-01T00:00:00Z,"","Syco Music",0.439,0.153,1,-8.95,1,0.0479,0.874,0,0.107,0.104,116.76,3
spotify:track:1fsAJKiNZLci7vsrX861mY,"Hereditário (Ao Vivo)","Hereditário (Ao Vivo)","Sam The Kid,Orelha Negra,ORQUESTRA",2020-11-07,286320,17,false,,1970-01-01T00:00:00Z,"hip-hop português,trip hop","QUARTO MÁGICO",0.608,0.777,8,-7.754,0,0.407,0.473,0,0.985,0.564,97.717,4
spotify:track:6ZJzDkUI9vs7RhI5crgEql,"Sonhar Nesta Vida","Reflexo","Dillaz",2016-05-26,241093,47,false,,1970-01-01T00:00:00Z,"hip-hop português,punta","Seventy Five",0.726,0.491,9,-11.166,0,0.126,0.519,0.00000659,0.0965,0.287,109.936,4
spotify:track:3q2v8QaTnHLveAQzR6gvYm,"Sing About Me I'm Dying Of Thirst","good kid m.A.A.d city (Deluxe)","Kendrick Lamar",2012,723573,66,true,,1970-01-01T00:00:00Z,"hip-hop,hip-hop da Costa Oeste","Aftermath",0.654,0.753,8,-7.556,0,0.398,0.303,0.0000825,0.13,0.371,110.699,5
spotify:track:4jXl6VtkFFKIt3ycUQc5LT,"Circles","Circles","Mac Miller",2020-01-17,170360,69,false,,1970-01-01T00:00:00Z,"","Warner Records",0.61,0.0316,9,-15.186,1,0.0486,0.896,0.00461,0.108,0.37,151.964,4
spotify:track:0I3q5fE6wg7LIfHGngUTnV,"Ms. Jackson","Stankonia","Outkast",2000-10-31,270506,86,true,,1970-01-01T00:00:00Z,"hip-hop do sul,hip-hop","Arista/LaFace Records",0.843,0.806,4,-5.946,0,0.269,0.143,0,0.0771,0.613,94.948,4
spotify:track:4QvTKF2UL2L8EAyDkzXlKK,"Teu Eternamente","You Are Forgiven","Slow J",2019-09-20,175204,58,false,,1970-01-01T00:00:00Z,"hip-hop português","Slow J",0.548,0.422,7,-9.563,0,0.174,0.395,0,0.107,0.254,100.003,4
spotify:track:2HbKqm4o0w5wEeEFXm2sD4,"Money Trees","good kid m.A.A.d city","Kendrick Lamar,Jay Rock",2012,386906,83,true,,1970-01-01T00:00:00Z,"hip-hop,hip-hop da Costa Oeste","Aftermath",0.716,0.531,7,-7.355,1,0.122,0.0703,0,0.224,0.344,71.994,4
spotify:track:5bJ1DrEM4hNCafcDd1oxHx,"Self Care","Swimming","Mac Miller",2018-08-03,345133,78,true,,1970-01-01T00:00:00Z,"","Warner Records",0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,4
spotify:track:3cxAhKg83buLsTYlmSIi9x,"Socorro","Socorro","SPLIFF",2023-01-06,180674,11,false,,1970-01-01T00:00:00Z,"hip-hop português","Panela Rec",0.675,0.681,9,-5.631,1,0.414,0.537,0,0.0754,0.743,87.941,4
spotify:track:6qqCZliorzZbHI6HWM02g1,"Alma Nua","Alma Nua","Van Zee",2022-12-16,203684,48,true,,1970-01-01T00:00:00Z,"hip-hop português","Van Zee",0.61,0.422,8,-8.231,0,0.317,0.8,0,0.103,0.542,75.561,4
spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,"Ain't No Sunshine","Just As I Am","Bill Withers",1971-05-01,125093,83,false,,1970-01-01T00:00:00Z,"soul,soul clássica,motown","Columbia/Legacy",0.527,0.415,4,-11.451,0,0.122,0.457,0.0000172,0.117,0.515,78.169,4
spotify:track:7cAFB83sEKAmwekVvQtGZj,"Nikes on My Feet","K.I.D.S.","Mac Miller",2010-08-13,164631,73,true,,1970-01-01T00:00:00Z,"","Rostrum Records",0.801,0.57,9,-5.103,0,0.265,0.559,0,0.111,0.565,92.058,4
spotify:track:0erTM8A9ro5kzcNc962jHd,"Amityville","The Marshall Mathers LP","Eminem,Bizarre",2000-05-23,254773,55,true,,1970-01-01T00:00:00Z,"rap,hip-hop,horrorcore","Interscope",0.618,0.929,2,-3.238,0,0.273,0.0217,0,0.326,0.672,79.864,4
spotify:track:0dLrhO7oCMp0hQvXAUgbaC,"Saudade","Reflexo","Dillaz",2016-05-26,306733,52,false,,1970-01-01T00:00:00Z,"hip-hop português,punta","Seventy Five",0.535,0.298,8,-13.671,0,0.432,0.608,0.0000163,0.111,0.588,68.337,4
spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,"All The Stars (with SZA) - From Black Panther: The Album","Black Panther The Album Music From And Inspired By","Kendrick Lamar,SZA",2018-02-09,232186,94,true,,1970-01-01T00:00:00Z,"hip-hop,hip-hop da Costa Oeste,r&b","Black Panther (TDE/DMG) PS",0.695,0.633,8,-4.946,1,0.0599,0.0612,0.000195,0.0926,0.557,96.782,4
spotify:track:0WSEq9Ko4kFPt8yo3ICd6T,"Praise God","Donda","Kanye West",2021-08-29,226652,74,false,,1970-01-01T00:00:00Z,"rap","Rock The World/IDJ/Kanye LP7",0.798,0.545,1,-6.466,1,0.168,0.00904,0.0000948,0.258,0.212,118.029,4
spotify:track:40ijlFtuamT3J2zR2mwfmm,"Will","ADHD","Joyner Lucas",2020-03-25,201395,45,false,,1970-01-01T00:00:00Z,"","Twenty Nine Music Group (Joyner Lucas)",0.776,0.665,9,-7.454,0,0.145,0.0623,0.145,0.121,0.381,142.935,4
spotify:track:31sUabnuTnFAM7rjMzKtfN,"TRIBUNAL","SYSTEM","ProfJam,João Maia Ferreira",2020-06-26,246368,46,false,,1970-01-01T00:00:00Z,"hip-hop português","Think Music",0.636,0.666,8,-7.619,0,0.322,0.635,0,0.258,0.4,188.359,4
spotify:track:1QrbxMknjh0I8IC1Eh7jLA,"FAMA","MINA D'OURO","LEO2745",2023-04-07,149796,34,true,,1970-01-01T00:00:00Z,"hip-hop português","Universal Music Portugal SA",0.624,0.689,5,-8.217,0,0.12,0.437,0,0.114,0.546,141.202,4
spotify:track:3l6lmZCaZdnc90MI2BktqP,"Lost Ones","Cole World: The Sideline Story","J. Cole",2011-09-27,263720,60,true,,1970-01-01T00:00:00Z,"rap","Roc Nation LLC",0.727,0.781,5,-8.614,1,0.29,0.103,0,0.0537,0.682,81.076,4
spotify:track:0mntIfcQjuA3Zc4xx7Pm8a,"Para Casa","Para Casa","Van Zee",2023-06-30,248421,37,true,,1970-01-01T00:00:00Z,"hip-hop português","Van Zee",0.834,0.524,9,-10.97,0,0.149,0.527,0.0041,0.115,0.897,114.019,4
spotify:track:2uF4kHOiptrUrczOxcXdwC,"David","MIXTAKES","ProfJam",2016-03-30,168417,33,true,,1970-01-01T00:00:00Z,"hip-hop português","Mário Cotrim",0.543,0.566,0,-8.479,1,0.416,0.0262,0.00000989,0.133,0.235,85.233,4
spotify:track:2FDTHlrBguDzQkp7PVj16Q,"Sprinter","Sprinter","Dave,Central Cee",2023-06-01,229133,85,true,,1970-01-01T00:00:00Z,"grime,grime do Reino Unido,drill do Reino Unido,drill","Neighbourhood / Live Yours",0.918,0.681,1,-4.705,1,0.201,0.263,0,0.0615,0.706,139.057,4
spotify:track:4Q7UkPYq3NGTwhAMjfeE4a,"If I Had","The Slim Shady LP","Eminem",1999-02-23,245493,55,true,,1970-01-01T00:00:00Z,"rap,hip-hop","Aftermath",0.791,0.601,7,-4.978,0,0.217,0.000627,0.0000313,0.107,0.272,168.161,3
spotify:track:4WfjYOo0JxommRm1PyObJl,"High For Hours","High For Hours","J. Cole",2017-01-18,251308,58,true,,1970-01-01T00:00:00Z,"rap","J. Cole P&D",0.87,0.446,1,-9.818,1,0.424,0.449,0,0.16,0.684,95.518,4
spotify:track:4kfwRXcUVeeUMITRVujl9i,"CABARET","MDID","ProfJam",2023-05-05,135160,50,false,,1970-01-01T00:00:00Z,"hip-hop português","Mário Cotrim",0.514,0.596,7,-7.236,0,0.099,0.497,0.000441,0.234,0.272,76.626,4
spotify:track:3j84U36KvLeXNDPv4t5pI8,"Pure Water (with Migos)","Perfect Ten","Mustard,Migos",2019-06-28,192470,76,true,,1970-01-01T00:00:00Z,"trap","10 Summers Records/Interscope Records",0.68,0.559,0,-5.545,1,0.127,0.177,0,0.344,0.135,202.018,4
spotify:track:1uspiZmpsJn2Vjd4P3pHE2,"Tempo","Tempo","Van Zee",2020-02-12,188735,53,false,,1970-01-01T00:00:00Z,"hip-hop português","Van Zee",0.542,0.229,5,-14.324,1,0.207,0.882,0.000614,0.231,0.393,177.071,4
spotify:track:19gFXFDAFUdsuaiAorKEbr,"Tempo","Tempo","FRANKIEONTHEGUITAR,T-Rex,LON3R JOHNY,Bispo",2020-02-28,250169,0,false,,1970-01-01T00:00:00Z,"hip-hop português,punta","FRANKIEONTHEGUITAR",0.757,0.607,7,-6.006,0,0.0438,0.562,0.00000647,0.143,0.4,123.986,4
spotify:track:4n6NDfYake476trCjJRNl0,"1 0 0 . m i l ‘ (with Bas)","The Off-Season","J. Cole,Bas",2021-05-14,163302,60,true,,1970-01-01T00:00:00Z,"rap","Dreamville, Inc., Under exclusive license to Roc Nation Records",0.711,0.647,2,-5.667,0,0.0822,0.334,0,0.312,0.227,125.092,4
spotify:track:7yrH4ghvW4hivGBpLU7dDb,"Sweet Spot","Sweet Spot","Papillon,Murta",2019-11-12,288000,50,false,,1970-01-01T00:00:00Z,"hip-hop português","Sente Isto",0.886,0.61,6,-8.214,0,0.181,0.344,0.000084,0.0977,0.271,119.982,4
spotify:track:0TBzphxYIeDLP9DAJUSUbP,"As The World Turns","The Slim Shady LP","Eminem",1999-02-23,265333,54,true,,1970-01-01T00:00:00Z,"rap,hip-hop","Aftermath",0.861,0.731,8,-5.814,0,0.243,0.00324,0,0.0807,0.36,95.919,4
spotify:track:3l3f7j1nY5LoH3tlcX3VFT,"Better Days","Duality","Josh Alias,Blaq Kush",2020-02-28,200306,21,false,,1970-01-01T00:00:00Z,"","URBVN ARCHITECTS NYC",0.716,0.91,1,-4.334,0,0.215,0.73,0,0.212,0.6,90.001,4
spotify:track:4Jtd2uIBBdAl5bOaLVIlNV,"MAZZA (feat. A$AP Rocky)","TYRON","slowthai,A$AP Rocky",2021-02-12,171866,44,true,,1970-01-01T00:00:00Z,"grime,grime do Reino Unido,rap","Method",0.672,0.63,4,-6.841,0,0.285,0.0791,0,0.167,0.354,75.286,4
spotify:track:25U7raB3ZSszayTYClh4hF,"Somewhere Over The Rainbow_What A Wonderful World","Facing Future","Israel Kamakawiwo'ole",1993-11-01,308026,75,false,,1970-01-01T00:00:00Z,"","Big Boy Records",0.663,0.168,0,-13.725,1,0.0448,0.928,0.0000568,0.361,0.678,85.005,4
spotify:track:2t8yVaLvJ0RenpXUIAC52d,"a lot","i am > i was","21 Savage",2018-12-21,288624,82,true,,1970-01-01T00:00:00Z,"","Slaughter Gang, LLC/Epic Records",0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,4
spotify:track:5V5MUoJUc1NINhZrmk063n,"Been Around","The Lost Boy","Cordae",2019-07-26,203702,49,true,,1970-01-01T00:00:00Z,"","Art@War/Atlantic Records",0.78,0.428,6,-7.069,0,0.39,0.365,0.00000224,0.0789,0.549,70.749,4
spotify:track:4Sp4AgLbWeqddzY7DNhJFv,"In Love","CHASE","Aaron May",2019-02-28,232510,67,true,,1970-01-01T00:00:00Z,"","MOVEINTHEAM",0.718,0.474,1,-6.572,0,0.093,0.648,0,0.13,0.319,74.942,4
spotify:track:52A8OAP8lTQKZCj4Rce92B,"A Tale Of 2 Citiez","2014 Forest Hills Drive","J. Cole",2014-12-09,269721,68,true,,1970-01-01T00:00:00Z,"rap","Roc Nation Records LLC",0.771,0.536,11,-8.534,1,0.323,0.553,0.00000105,0.294,0.343,94.995,4
spotify:track:76gcXhY3Zv6wW0BTe9nHJo,"TIL FURTHER NOTICE (feat. James Blake & 21 Savage)","UTOPIA","Travis Scott,James Blake,21 Savage",2023-07-28,314836,79,true,,1970-01-01T00:00:00Z,"rap","Cactus Jack/Epic",0.65,0.659,3,-6.522,0,0.123,0.174,0.00772,0.126,0.154,76.985,4
spotify:track:7GX5flRQZVHRAGd6B4TmDO,"XO Tour Llif3","Luv Is Rage 2","Lil Uzi Vert",2017-08-25,182706,83,true,,1970-01-01T00:00:00Z,"rap melódico","Generation Now/Atlantic",0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,4
spotify:track:5qHirGR7M9tdm6C17DlzSY,"REEL IT IN","ONEPOINTFIVE","Aminé",2018-08-15,121346,69,true,,1970-01-01T00:00:00Z,"","Republic Records",0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,4
