track_name,artist_name,playlists
N.Y. State of Mind Pt. ll,Nas,
N.Y. State of Mind,Nas,
Big Nas (Original Song from MasterClass),Nas,
Halftime,Nas,
I Can,Nas,
Life is Like a Dice Game - Spotify Singles,"Nas,Cordae,Freddie Gibbs",
Not For Radio,"Nas,Diddy,070 Shake",
EPMD 2 (feat. Eminem & EPMD),"Nas,Eminem,EPMD",
DILEMMA (feat. Central Cee),"Nemzzz,Central Cee",
Pedras No Meu Sapato,"NeonStranger,Dillaz",
Luv Like,Nia Archives,
Am I Wrong,Nico & Vinz,
What It Feels Like,"Nipsey Hussle,JAY-Z",
Dedication (feat. Kendrick Lamar),"Nipsey Hussle,Kendrick Lamar",
Victory Lap (feat. Stacy Barthe),"Nipsey Hussle,Stacy Barthe",
Montagem Naquele Pique Vs Ta de Copao,Nissan,
Quinto Degrau,Nivy,
O Meu People Ri-se,No Money,
Pistol Pistol (Remix),Obie Trice,
Lauren (I Can't Stay Forever),Oden & Fatzo,
Lady Love,"Oden & Fatzo,Camden Cox",
Tell Me What You Want,"Oden & Fatzo,Poppy Baskcomb",
Swing My Way,Offset,
Clout (feat. Cardi B),"Offset,Cardi B",
Bodies,"Offset,JID",
Ric Flair Drip (with Metro Boomin),"Offset,Metro Boomin",
Counting Stars,OneRepublic,
Rescue Me,OneRepublic,
Secrets,OneRepublic,
Solteiro,"Orelha Negra,STK,Regula,Heber,Roulet",
Mesma Historia,"Orochi,Caio Luccas,Pedro Lotto,Mainstreet,Galdino,Ribb",
Celebridade,"Orochi,Kizzy",
Mitsubishi,"Orochi,Kizzy",
Fashion,"Orochi,TkN,RUXN,Kizzy,ProdSmile",
Oh Garota Eu Quero Voce So Pra Mim.,"Oruam,Ze Felipe,MC Tuto,Dj Lc da Roca,Mc Rodrigo do CN,MC K9,mc pl alves",
Incapaz,"Ossio,Catalao,DJ Algore,Saraiva",
Da Art of Storytellin' (Pt. 1),Outkast,
Ms. Jackson,Outkast,
Southernplayalisticadillacmuzik,Outkast,
ATLiens,Outkast,
In Due Time (with Cee-Lo),"Outkast,CeeLo Green",
Git Up Git Out (feat. Goodie Mob),"Outkast,Goodie Mob",
Good Lies,Overmono,
LOYAL (feat. Drake),"PARTYNEXTDOOR,Drake",
Wipe Up,PATx,
Roll Play,PAWSA,
Hello Kitty,"PNG,bapcat",
DRUGDEALER,"PNG,bapcat,CVOS",
jingle.tm - remix,"PTM,LON3R JOHNY,Richie Campbell,Plutonio,Van Zee,ProfJam,Lhast",
Zero Tolerance,"Pacman da Gunman,Nipsey Hussle,Mozzy",
00 Fala Bonito,Papillon,
Camadas,Papillon,
Impec,Papillon,
Sweet Spot,"Papillon,Murta",
TUPETE,Parreira,
Let Her Go,Passenger,
SO QUERO COCAR PICA,Patada O Fixe,
My Way,Paul Anka,
Paul - Skit,Paul Rosenberg,
Para Os Bracos Da Minha Mae,"Pedro Abrunhosa,Comite Caviar,Camane",
Se Eu Fosse Um Dia O Teu Olhar,"Pedro Abrunhosa,Os Bandemonio",
O Que Vai Ser De Mim,"Pedro Abrunhosa,Os Bandemonio",
Tudo O Que Eu Te Dou,"Pedro Abrunhosa,Os Bandemonio",
Momento (Uma Especie De Ceu),"Pedro Abrunhosa,Os Bandemonio",
Nutshell Pt. 2 (feat. Busta Rhymes and Redman),"Phife Dawg,Busta Rhymes,Redman",
Loop,Phoenix Rdc,
Morte do Artista,Phoenix Rdc,
Nirvana,Phoenix Rdc,
Vencedor,Phoenix Rdc,
Licao de vida,Phoenix Rdc,
Ultima Noite,Phoenix Rdc,
Bonanca,"Phoenix Rdc,Boss AC",
Stick-Up,Pimp Chic!,
Poesia Acustica 13,"Pineapple StormTv,Chris MC,Salve Malak,Tz da Coronel,MC Cabelinho,Chefin,L7NNON,Luisa Sonza,Oruam,Xama,N.I.N.A",
Certidao de Obito,Piruka,
So Vim Dizer Yau,Piruka,
Salto Alto,Piruka,
Impossiveis,Piruka,
Ate Ja,Piruka,
Nao Faz Isso,Piruka,
Prova dos 9,Piruka,
Minha Pergunta,Piruka,
Segue o Teu Pensamento,Piruka,
Louco,"Piruka,Bluay",
Magnolia,Playboi Carti,
@ MEH,Playboi Carti,
Sky,Playboi Carti,
Go2DaMoon (feat. Kanye West),"Playboi Carti,Kanye West",
wokeuplikethis*,"Playboi Carti,Lil Uzi Vert",
Tirar Bilhete,Plutonio,
Quando a Noite Cai,Plutonio,
Pais das Maravilhas,Plutonio,
Lisabona,Plutonio,
Interestelar,Plutonio,
Meu Deus,Plutonio,
1 de Abril,Plutonio,
GNF (OKOKOK),Polo G,
Pop Out (feat. Lil Tjay),"Polo G,Lil Tjay",
Go Stupid (feat. NLE Choppa & Mike WiLL Made-It),"Polo G,Stunna 4 Vegas,NLE Choppa,Mike WiLL Made-It",
Got It On Me,Pop Smoke,
Christopher Walking,Pop Smoke,
The Woo (feat. 50 Cent & Roddy Ricch),"Pop Smoke,50 Cent,Roddy Ricch",
Mood Swings (feat. Lil Tjay),"Pop Smoke,Lil Tjay",
Iced Out Audemars (feat. Lil Wayne) - Remix,"Pop Smoke,Lil Wayne",
Shake The Room (feat. Quavo),"Pop Smoke,Quavo",
Adderall (Corvette Corvette) (Remix),"Popp Hunna,Lil Uzi Vert",
Nobody Scared,Porij,
Otherside,Post Malone,
Better Now,Post Malone,
rockstar (feat. 21 Savage),"Post Malone,21 Savage",
Cooped Up (with Roddy Ricch),"Post Malone,Roddy Ricch",
Rumble (feat. Joey Bada$$),"Powers Pleasant,Joey Bada$$",
Breakfast With the Moon,Powfu,
Qualquer Coisa E Um Pouco De Jazz,Praso,
Amando,Praso,
Chega,Praso,
Apresento-Me,Praso,
Tempo Amor e Saude ( T.A.S. ),Praso,
Naquele Hotel,Praso,
Praga,"Praso,BK,Sain",
Soldado de Chumbo,"Praso,David Murray",
Quando a Musica Acaba,"Praso,Montana,Sara D. Francisco",
Mais Mais,"Predella,Sombra,L7NNON",
SACA LA,ProfJam,
David,ProfJam,
FEHER,ProfJam,
Lo-fi,ProfJam,
DAKAR,ProfJam,
O Espectro,ProfJam,
FASE,ProfJam,
SABADO,ProfJam,
4 O QUADRADO,ProfJam,
BLESS,ProfJam,
Se Calhar,ProfJam,
Agua de Coco,ProfJam,
FAX,ProfJam,
HEI,ProfJam,
CABARET,ProfJam,
Xama,ProfJam,
JAMANTAH,ProfJam,
Mortalhas,ProfJam,
Matar o Game,ProfJam,
Yabba,ProfJam,
Alguem Como Tu,"ProfJam,Agir",
A Vontade (feat. Finix MG),"ProfJam,Finix MG",
LUTEI,"ProfJam,Joao Maia Ferreira",
CRANIO,"ProfJam,Joao Maia Ferreira",
XPIDI,"ProfJam,Joao Maia Ferreira",
FINAIS,"ProfJam,Joao Maia Ferreira",
SISTEMA,"ProfJam,Joao Maia Ferreira",
TRIBUNAL,"ProfJam,Joao Maia Ferreira",
ORIGAMI,"ProfJam,Joao Maia Ferreira",
Tou Bem (feat. Lhast),"ProfJam,Lhast",
Fast Food (Freestyle),Psico,
O Odio,"Psydin,Maradox",
The Most Beautiful Girl In The World - Radio Edit,Purple,
New God Flow,"Pusha T,Kanye West",
Trappa Rappa,Quavo,
Legends (with Lil Baby),"Quavo,Lil Baby",
Bohemian Rhapsody - Remastered 2011,Queen,
Better Dayz,REASON,
Music is Better,RUFUS DU SOL,
When I B On Tha Mic,Rakim,
Tonight's Da Night,Redman,
Casca Grossa,Regula,
+ uma Vez,Regula,
Lotacao Esgotada,Regula,
Futre,Regula,
Casanova,Regula,
Berco d'Ouro,Regula,
E La na Zona,Regula,
Julio Cesar,Regula,
Wake n Bake,"Regula,Dillaz",
Besta (o teu melhor amigo),"Regula,NBC",
Langaife,"Regula,Sam The Kid",
Plug Walk,Rich The Kid,
Slide,Rich The Kid,
I Feel Amazing,Richie Campbell,
Heaven,Richie Campbell,
All About You - Ao Vivo,Richie Campbell,
Let You Go,Richie Campbell,
Insomnia,Richie Campbell,
Angels,Robbie Williams,
As Baleias - Versao Remasterizada,Roberto Carlos,
OK,"Robin Schulz,James Blunt",
Heart On Ice,Rod Wave,
Rags2Riches 2 (feat. Lil Baby),"Rod Wave,Lil Baby",
The Box,Roddy Ricch,
Start Wit Me (feat. Gunna),"Roddy Ricch,Gunna",
Bem-Disposto,Rony Fuego,
Mae,Rony Fuego,
Dado,"Rony Fuego,DreNaz",
Guacamole,Roy Purdy,
Oh Wow,Roy Purdy,
Visao Periferica,Royalistick,
Lively Up Yourself,"S.O.T.N.,Bob Marley & The Wailers,1 World",
Trampoline,SHAED,
Quiver,SILK,
Rapazes,"SKURTY,Mikez,Vlone975",
Calvin Cambridge,SOB X RBE,
Esta Vida,SPLIFF,
Socorro,SPLIFF,
Cria Actividade,"SPLIFF,Dillaz",
Welcome To Brixton,SR,
ISSO E SUPERNOVA (feat. Chico da Tina),"SUPERNOVA SOCIETY,VirginGod,Chico da Tina",
Copo de Vinho,Salazarious,
Amar pelos Dois,Salvador Sobral,
Duo,Sam Gellaitry,
I'm Not The Only One,Sam Smith,
Retrospectiva de um amor profundo,Sam The Kid,
Poetas de karaoke,Sam The Kid,
O Recado,Sam The Kid,
Nao Percebes,Sam The Kid,
A Partir de Agora,Sam The Kid,
16-12-95,Sam The Kid,
Retrospectiva De Um Amor Profundo,Sam The Kid,
A Procura da Perfeita Repeticao -,Sam The Kid,
A Partir De Agora,Sam The Kid,
Sendo Assim,Sam The Kid,
Testemunho,"Sam The Kid,BONUS",
B.I.,"Sam The Kid,Beto,DJ Cruzfader",
Necessidade,"Sam The Kid,Bispo",
Poetas De Karaoke,"Sam The Kid,G.Q",
Pus-Me a Pensar,"Sam The Kid,LIL JOHN,KALAF",
Juventude (E Mentalidade),"Sam The Kid,NBC",
Hereditario (Ao Vivo),"Sam The Kid,Orelha Negra,ORQUESTRA",
Sangue (Ao Vivo),"Sam The Kid,Orelha Negra,ORQUESTRA",
Elas,"Sam The Kid,Valete",
Sorri,"Sam The Kid,Valete",
A Pura Verdade,"Sam The Kid,Valete",
Mano Eduardo,"Sam The Kid,Valete",
Dizes,"Sam The Kid,Valete",
Viaja No Meu Flow,"Sam The Kid,Valete,LILA",
Goodnight,Samad Savage,
Goose!,"Samad Savage,Intensify,KIL",
My Relief,Sassa G,
Numb Numb Juice,ScHoolboy Q,
Birds & The Beez,"ScHoolboy Q,Kendrick Lamar",
Collard Greens,"ScHoolboy Q,Kendrick Lamar",
Wind Of Change,Scorpions,
Grippin Woodgrain (feat. ASAP Rocky),"Seth Narley,A$AP Rocky",
Boombastic,Shaggy,
Mo Bamba,Sheck Wes,
Today,Sheff G,
A Sinner's Story,ShooterGang Kony,
Wendy,"Shotgun Willy,Yung Craka",
Oreo,"Shotgun Willy,Yung Craka",
Louis V Menina Linda,Sidoka,
1000 Jogos,Sippinpurpp,
Agiota,Sippinpurpp,
Kawaii,Sirius,
Catch Me Outside,Ski Mask The Slump God,
Burn The Hoods,Ski Mask The Slump God,
Faucet Failure,Ski Mask The Slump God,
Nuketown (feat. Juice WRLD),"Ski Mask The Slump God,Juice WRLD",
Last One Standing (feat. Polo G Mozzy & Eminem) - From Venom: Let There Be Carnage,"Skylar Grey,Polo G,Mozzy,Eminem",
Street Talkin',"Slick Rick,Outkast",
Muros,Slow J,
So Queria Sorrir,Slow J,
Teu Eternamente,Slow J,
Portus Calle,Slow J,
Tata,Slow J,
Ultimamente,Slow J,
Serenata,Slow J,
Where U @,Slow J,
Grandeza - A COLORS SHOW,Slow J,
Sem Ti,Slow J,
Comida,Slow J,
Vida Boa,Slow J,
Cabeca,Slow J,
Seda,Slow J,
Reza,Slow J,
Sado,Slow J,
Bem Vindo a Casa.,Slow J,
Fogo,Slow J,
Piramide,Slow J,
Fome,Slow J,
Tinta da Raiz,Slow J,
Terra,Slow J,
CorDaPele,Slow J,
Nada a Esconder,Slow J,
Pagar As Contas,"Slow J,GSON,Papillon",
Origami (feat. Gson),"Slow J,Gson",
As Vezes,"Slow J,NERVE",
Nunca Pares,"Slow J,Stereossauro,Papillon,Plutonio",
All Star,Smash Mouth,
Trapaceiro,Smile & Raptruista,
Ponto Final,Smile & Raptruista,
Paragrafo,Smile & Raptruista,
90 Proof (with J. Cole),"Smino,J. Cole",
We Outside (with Lil Mosey),"Smokepurpp,Lil Mosey",
Been A Minute...,"Snakehips,EARTHGANG,Sinead Harnett",
DO 4 LOVE - Black Coffee Remix,"Snoh Aalegra,Black Coffee",
Who Am I (What’s My Name)?,Snoop Dogg,
Young Wild & Free (feat. Bruno Mars),"Snoop Dogg,Wiz Khalifa,Bruno Mars",
Chasing Cars,Snow Patrol,
Baptize (with JID & EARTHGANG feat. Ant Clemons),"Spillage Village,JID,EARTHGANG,Ant Clemons",
Bad Habit,Steve Lacy,
Wiley Flow,Stormzy,
Ashley (with DaBaby),"Stunna 4 Vegas,DaBaby",
All Yours,Submotion Orchestra,
Vitamina C - Ao Vivo,"Suel,Grupo Menos E Mais",
Happy Music,Supershy,
Keep It Rising,Supershy,
Don't You Worry Child - Acoustic Version,"Swedish House Mafia,John Martin",
Big Racks,"SwuM,bbno$",
Lamb Kabob,"SwuM,bbno$",
UUUUHH,T-Rex,
MEMORIA,T-Rex,
E ASSIM,T-Rex,
Soft,T-Rex,
Ar,T-Rex,
Tinoni,T-Rex,
Ring (feat. Young Thug),"T.I.,Young Thug",
THE SCOTTS,"THE SCOTTS,Travis Scott,Kid Cudi",
Quem Nao Recorda?,"TILHON,DJ Big",
Daka - Original Mix,TOBEHONEST,
GOODMORNINGTOKYO!,TOKYO’S REVENGE,
Invisivel,TULAS,
Prometeu,TULAS,
AOK,Tai Verdes,
how deep?,Tai Verdes,
Raw Shit,Tekilla & Kulpado,
OQQELESVAOFALAR?,Teto,
Fim de Semana no Rio,Teto,
Minha Vida e um Filme,Teto,
zumzumzum,Teto,
Mustang Preto,Teto,
Paypal,Teto,
Dia Azul,Teto,
Balazul,"Teto,Mateca",
M4,"Teto,Matue",
Flow Espacial,"Teto,WIU,Matue",
Wouldn't It Be Nice - Live At Michigan State University/1966,The Beach Boys,
Let It Be - Remastered 2009,The Beatles,
Happier (feat. Clementine Douglas),"The Blessed Madonna,Clementine Douglas",
Mercy (feat. Jacob Lusk),"The Blessed Madonna,Jacob Lusk",
Serotonin Moonbeams,"The Blessed Madonna,Uffie",
Something Just Like This,"The Chainsmokers,Coldplay",
How to Save a Life,The Fray,
El Chapo,"The Game,Skrillex",
GO (feat. Juice WRLD),"The Kid LAROI,Juice WRLD",
Human,The Killers,
Ho Hey,The Lumineers,
Hypnotize - 2007 Remaster,The Notorious B.I.G.,
Suicidal Thoughts - 2005 Remaster,The Notorious B.I.G.,
Who Shot Ya? - 2007 Remaster,The Notorious B.I.G.,
Mellow My Man,The Roots,
Superheroes,The Script,
For the First Time,The Script,
Breakeven,The Script,
The Man Who Can't Be Moved,The Script,
Hall of Fame (feat. will.i.am),"The Script,will.i.am",
Blinding Lights,The Weeknd,
Timeless (feat. Playboi Carti),"The Weeknd,Playboi Carti",
Acenda o farol,Tim Maia,
Mudo de Vida,"Timor YSF,ProfJam",
Acordar,Tixa,
Infeliz,Tixa,
Not That Deep,Tixa,
Butterflies,Tixa,
Convem,Tixa,
Can We Go Back?,Tom Everett,
MILLION DOLLAR BABY,Tommy Richman,
DEVIL IS A LIE,Tommy Richman,
Welfare,Tony Shhnow,
Pull Up (feat. 21 Savage),"Toosii,21 Savage",
Broke In A Minute,Tory Lanez,
The Most High,Tory Lanez,
Es Tao Sensual,Toy,
Hey Soul Sister,Train,
Malvada,"TrapLaudo,Mc IG,MC PH,MC Ryan SP,Mc Don Juan,Dj Murillo e LT no Beat",
I KNOW ?,Travis Scott,
MAFIA,Travis Scott,
I Can Tell,Travis Scott,
STARGAZING,Travis Scott,
SICKO MODE,Travis Scott,
SIRENS,Travis Scott,
sweet sweet,Travis Scott,
THANK GOD,Travis Scott,
YOSEMITE,Travis Scott,
sdp interlude,Travis Scott,
HIGHEST IN THE ROOM,Travis Scott,
STOP TRYING TO BE GOD,Travis Scott,
BUTTERFLY EFFECT,Travis Scott,
Antidote,Travis Scott,
ASTROTHUNDER,Travis Scott,
CAN'T SAY,Travis Scott,
ESCAPE PLAN,Travis Scott,
COFFEE BEAN,Travis Scott,
GOD'S COUNTRY,Travis Scott,
goosebumps,Travis Scott,
Niagara Falls,"Travis Scott,21 Savage",
DELRESTO (ECHOES) (feat. Beyonce),"Travis Scott,Beyonce",
MELTDOWN (feat. Drake),"Travis Scott,Drake",
TIL FURTHER NOTICE (feat. James Blake & 21 Savage),"Travis Scott,James Blake,21 Savage",
90210 (feat. Kacy Hill),"Travis Scott,Kacy Hill",
FE!N (feat. Playboi Carti),"Travis Scott,Playboi Carti",
Mamacita (feat. Rich Homie Quan & Young Thug),"Travis Scott,Rich Homie Quan,Young Thug",
TOPIA TWINS (feat. Rob49 & 21 Savage),"Travis Scott,Rob49,21 Savage",
TELEKINESIS (feat. SZA & Future),"Travis Scott,SZA,Future",
Ok Alright (feat. ScHoolboy Q),"Travis Scott,ScHoolboy Q",
MODERN JAM (feat. Teezo Touchdown),"Travis Scott,Teezo Touchdown",
Don't Play (feat. The 1975 & Big Sean),"Travis Scott,The 1975,Big Sean",
FRANCHISE (feat. Young Thug & M.I.A.),"Travis Scott,Young Thug,M.I.A.",
The Nether,Trippie Redd,
Pegasus,Trippie Redd,
Weeeeee,Trippie Redd,
Love Me More,Trippie Redd,
Sleepy Hollow,Trippie Redd,
DREAMER,Trippie Redd,
V-12,Trippie Redd,
Taking A Walk,Trippie Redd,
I Got You (feat. Busta Rhymes),"Trippie Redd,Busta Rhymes",
Never Change (feat. Future),"Trippie Redd,Future",
1400 / 999 Freestyle,"Trippie Redd,Juice WRLD",
Mac 10,"Trippie Redd,Lil Baby,Lil Duke",
Excitement (feat. PARTYNEXTDOOR),"Trippie Redd,PARTYNEXTDOOR",
Miss The Rage (feat. Playboi Carti),"Trippie Redd,Playboi Carti",
Red Beam (feat. Sean Kingston),"Trippie Redd,Sean Kingston",
FEMALE SHARK,"Trippie Redd,Travis Barker",
GERONIMO (feat. Chino Moreno),"Trippie Redd,Travis Barker,Chino Moreno",
Dark Knight Dummo (Feat. Travis Scott),"Trippie Redd,Travis Scott",
Lost,"Trista,Julinho Ksd",
Mestre dos Fluxos,"Tropa do Bruxo,DJ Lg do Sf,L7NNON,LeodoKick",
Purple Emoji (feat. J. Cole),"Ty Dolla $ign,J. Cole",
Expensive (feat. Nicki Minaj),"Ty Dolla $ign,Nicki Minaj",
Taste (feat. Offset),"Tyga,Offset",
Yonkers,Tyler The Creator,
IGOR'S THEME,Tyler The Creator,
WILSHIRE,Tyler The Creator,
CORSO,Tyler The Creator,
EARFQUAKE,Tyler The Creator,
GONE GONE / THANK YOU,Tyler The Creator,
RUNNING OUT OF TIME,Tyler The Creator,
I THINK,Tyler The Creator,
LUMBERJACK,Tyler The Creator,
SAFARI,Tyler The Creator,
Colossus,Tyler The Creator,
MASSA,Tyler The Creator,
NEW MAGIC WAND,Tyler The Creator,
Rah Tah Tah,Tyler The Creator,
BEST INTEREST,Tyler The Creator,
Potato Salad,"Tyler The Creator,A$AP Rocky",
Who Dat Boy (feat. A$AP Rocky),"Tyler The Creator,A$AP Rocky",
SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"Tyler The Creator,Brent Faiyaz,Fana Hues",
RISE! (feat. DAISY WORLD),"Tyler The Creator,DAISY WORLD",
SIR BAUDELAIRE (feat. DJ Drama),"Tyler The Creator,DJ Drama",
Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),"Tyler The Creator,Daniel Caesar,LaToiya Williams",
MANIFESTO (feat. Domo Genesis),"Tyler The Creator,Domo Genesis",
See You Again (feat. Kali Uchis),"Tyler The Creator,Kali Uchis",
JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),"Tyler The Creator,Lil Uzi Vert,Pharrell Williams",
HOT WIND BLOWS (feat. Lil Wayne),"Tyler The Creator,Lil Wayne",
Thought I Was Dead (feat. ScHoolboy Q & Santigold),"Tyler The Creator,ScHoolboy Q,Santigold",
RUNITUP (feat. Teezo Touchdown),"Tyler The Creator,Teezo Touchdown",
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler The Creator,YoungBoy Never Broke Again,Ty Dolla $ign",
Song For Someone,U2,
Beautiful Day,U2,
With Or Without You,U2,
Preciso,Valas,
Nuvem,Valas,
As Coisas,Valas,
Rap Consciente,Valete,
Audiobook,Valete,
A Lenda,Valete,
2016,Valete,
BFF,Valete,
Roleta Russa,Valete,
Samuel Mira,Valete,
Sem Nada para Fazer no Estudio 1,Valete,
1º MC Portugues,Valete,
Vipes 2023,Valete,
Canal 115 (feat. Bonus Adamastor & DJ Stikup),"Valete,Bonus,Adamastor,DJ Stikup",
Intemporal (feat. Lila),"Valete,Lila",
Qual e a tua Sigla ? (feat. Lila),"Valete,Lila",
Roleta Russa (feat. Luisa & Camplaix),"Valete,Luisa,Camplaix",
Viaja (feat. Phoenix Rdc & Lila),"Valete,Phoenix Rdc,Lila",
Olimpo (feat. Phoenix Rdc & Virgul),"Valete,Phoenix Rdc,Virgul",
Revelacao (feat. Raquel Oliveira),"Valete,Raquel Oliveira",
Ilha de Honshu (feat. X-Tense),"Valete,X-Tense",
Lacos,Van Zee,
Cuba,Van Zee,
Pull Up,Van Zee,
Tempo,Van Zee,
Para Casa,Van Zee,
Alma Nua,Van Zee,
Perto,Van Zee,
Amar De Cor,Van Zee,
Riptide,Vance Joy,
Novo Balanco,"Veigh,Bvga Beatz,Prod Malax,Supernova Ent",
Mandraka,"Veigh,Luchinha Jr,Supernova Ent,Baby",
Vida Chique,"Veigh,Nick Nash,Wylo,Nagalli,Supernova Ent,Kaash Paige",
Clickbait,"Veigh,Niink,Bvga Beatz,JHXW,Supernova Ent",
Monaco Freestyle,"Veigh,Supernova Ent",
Perdoa Por Tudo Vida,"Veigh,Toledo,Supernova Ent,Bvga Beatz",
Engana Dizendo Que Ama,"Veigh,Tz da Coronel,Toledo,Nagalli,Bvga Beatz,Supernova Ent",
X,Vilao,
Oi Como Ce Ta?,"Vulgo FK,AMUSIK,WEY,Wall Hein",
Mandona (Se eu te dissesse),"Vulgo FK,Kyan,Bvga Beatz,Toledo",
Erika - German Stolzbass Mix,WELKENBVRG,
Wait a Minute!,WILLOW,
Balanco de Rede,WIU,
Brinca Demais,"WIU,Matue,Teto",
Horas Iguais,"WIU,Oruam",
Nao Me Lembro,"Waze,Karetus",
Get This Party Started,Westend,
Backstage,Wet Bed Gang,
Mesa 8,Wet Bed Gang,
300,Wet Bed Gang,
Visao Noturna,Wet Bed Gang,
Bairro,Wet Bed Gang,
Pagode,Wet Bed Gang,
Sai do Meu Hood,Wet Bed Gang,
Devia Ir,Wet Bed Gang,
Voar (Gson),"Wet Bed Gang,Gson",
Grillz (Zizzy Jr),"Wet Bed Gang,Zizzy Jr",
Bammer (feat. Mustard),"Wiz Khalifa,Mustard",
Contact (feat. Tyga),"Wiz Khalifa,Tyga",
Lacrimosa,"Wolfgang Amadeus Mozart,Lisa Beckley,Elena Filipova,Magdalena Hajossyova,Peter Mikulas,Michel Piquemal,Gloria Scalchi,Michel Piquemal Vocal Ensemble,Hungarian State Opera Chorus,Oxford Schola Cantorum,Slovak Philharmonic Chorus,Hungarian State Opera Orchestra,Orchestre De La Cite,Oxford Camerata,Slovak Philharmonic",
C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,
17.12.20,X-Tense,
Que Passa (Pablo y Pepe),X-Tense,
Asi,X-Tense,
Viver Para Sempre,X-Tense,
Meu Deus,X-Tense,
P de Pablito,X-Tense,
Eqlibrio,X-Tense,
22:22,X-Tense,
O Re$To,"X-Tense,DJ HYPE MYKE",
Yolanda,"X-Tense,Los Cavakitos",
Bolero,"X-Tense,Los Cavakitos",
CARO,"X-Tense,Slow J",
Meu Rap,XEG,
Verao Passado,XEG,
Oh Mae,XEG,
Mariana,XEG,
[The Lab Series] um Tempo Atras,"XEG,7th Wonder",
Escolhas (feat. G.One),"XEG,G.One",
Os Mais Pesados da Capital,"XEG,Regula,Sam The Kid,Valete",
Moonlight,XXXTENTACION,
changes,XXXTENTACION,
Hope,XXXTENTACION,
Everybody Dies In Their Nightmares,XXXTENTACION,
Riot,XXXTENTACION,
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION,Lil Pump,Swae Lee,Maluma",
4Peat,"XXXTENTACION,Ski Mask The Slump God",
Fuck Love,"XXXTENTACION,Trippie Redd",
Lyrics and Bars,Xakal Da Gun,
Supreme,Xavier Scott,
Kid Cudi (Remix),Xavier Wulf,
Lalala,"Y2K,bbno$",
Wawawa,"Y2K,bbno$",
Hard Bottoms & White Socks,YG,
Praise Jah In The Moonlight,YG Marley,
Worth It,YK Osiris,
Nike Ticks,YNG Martyr,
Murder on My Mind,YNW Melly,
Mama Cry,YNW Melly,
No Love,"YNW Melly,Ar'mon & Trey,100k Track",
Mixed Personalities (feat. Kanye West),"YNW Melly,Kanye West",
Thugged Out (feat. Kodak Black),"YNW Melly,Kodak Black",
Becane - A COLORS SHOW,Yame,
My wrist (with Young Thug),"Yeat,Young Thug",
BIG,Young M.A,
Young & Reborn Freestyle,Young Nasaro,
Millions,Young Thug,
The London (feat. J. Cole & Travis Scott),"Young Thug,J. Cole,Travis Scott",
Bad Bad Bad (feat. Lil Baby),"Young Thug,Lil Baby",
pick up the phone,"Young Thug,Travis Scott",
Hot (Remix) [feat. Gunna and Travis Scott],"Young Thug,Travis Scott,Gunna",
It Ain't Over,YoungBoy Never Broke Again,
Make No Sense,YoungBoy Never Broke Again,
Callin (feat. Snoop Dogg),"YoungBoy Never Broke Again,Snoop Dogg",
Tamagochi,Yozi NR6,
virgil do momento,Yozi NR6,
ACTION MAN,Yozi NR6,
Bad Boy (with Wiz Khalifa bbno$ MAX),Yung Bae,
Mr. Clean,Yung Gravy,
Cheryl,Yung Gravy,
1 Thot 2 Thot Red Thot Blue Thot,Yung Gravy,
Sao Paulo,Yuri NR5,
Notas de 100,Yuri NR5,
Father And Son,Yusuf / Cat Stevens,
RIV (LONG.LIVE.MF.DOOM),ZAE,
Ta Calado,Zeca,
check,bbno$,
slop,bbno$,
I DON'T CARE AT ALL CAUSE I GOT MONEY!!!!!!,bbno$,
i remember,bbno$,
hyrule temple,"bbno$,DJ Yung Vamp",
help herself,"bbno$,Diamond Pistols",
pennies up,"bbno$,MIA GLADSTONE,Mr. Carmack,Promnite",
yoga,"bbno$,Rebecca Black",
edamame,"bbno$,Rich Brian",
who dat boi,"bbno$,So Loki",
jack money bean,"bbno$,Yung Gravy,lentra",
too easy,"bbno$,downtime",
coasting,"bbno$,hollow,Futon",
bad to the bone,"bbno$,lentra",
imma,"bbno$,lentra",
mememe,"bbno$,lentra",
quarantine freestyle,"bbno$,lentra",
sriracha,"bbno$,lentra",
rgb money,"bbno$,lentra,Crosby",
feeling good,"bbno$,lentra,Gooch",
admit it,"bbno$,lentra,TrippyThaKid",
jurassic,"bbno$,lentra,TrippyThaKid",
Graduation (with Juice WRLD),"benny blanco,Juice WRLD",
Bittersweet Baby,"blackwave.,Konteks",
Tua Shawty,"clxro,Maia7,Tinx",
North Face 3,colombianacallmegringo,
North Face 2,colombianacallmegringo,
let's pretend we're numb,"connor edwards,NIKHEDONIA",
alterna bonita,cozyfeka,
so te quero a ti,cozyfeka,
coracoes,"cozyfeka,vanish shawty",
Ultimamente Speed,dreko,
Sonhos Cor de Rosa,eddy0,
Geeked Up!,eddy0,
walk out the bank!,eddy0,
Wild!,"eddy0,tripsyhell",
Picante Pizza,fr444n*,
We Are Young (feat. Janelle Monae),"fun.,Janelle Monae",
